Gaps of 0s and 1s (Length, Start Position, Gap Type):
Gap Type: 0, Length: 1, Start Position: X2380
Gap Type: 0, Length: 6, Start Position: X2384
Gap Type: 0, Length: 1, Start Position: X2391
Gap Type: 0, Length: 1, Start Position: X2396
Gap Type: 0, Length: 3, Start Position: X2398
Gap Type: 0, Length: 1, Start Position: X2405
Gap Type: 0, Length: 1, Start Position: X2411
Gap Type: 0, Length: 4, Start Position: X2413
Gap Type: 0, Length: 2, Start Position: X2420
Gap Type: 0, Length: 1, Start Position: X2424
Gap Type: 0, Length: 1, Start Position: X2427
Gap Type: 0, Length: 3, Start Position: X2429
Gap Type: 0, Length: 1, Start Position: X2435
Gap Type: 0, Length: 1, Start Position: X2437
Gap Type: 0, Length: 2, Start Position: X2441
Gap Type: 0, Length: 1, Start Position: X2445
Gap Type: 0, Length: 1, Start Position: X2448
Gap Type: 0, Length: 3, Start Position: X2450
Gap Type: 0, Length: 1, Start Position: X2454
Gap Type: 0, Length: 4, Start Position: X2460
Gap Type: 0, Length: 1, Start Position: X2466
Gap Type: 0, Length: 1, Start Position: X2471
Gap Type: 0, Length: 1, Start Position: X2473
Gap Type: 0, Length: 1, Start Position: X2475
Gap Type: 0, Length: 2, Start Position: X2477
Gap Type: 0, Length: 1, Start Position: X2481
Gap Type: 0, Length: 1, Start Position: X2483
Gap Type: 0, Length: 5, Start Position: X2489
Gap Type: 0, Length: 2, Start Position: X2496
Gap Type: 0, Length: 1, Start Position: X2502
Gap Type: 0, Length: 1, Start Position: X2504
Gap Type: 0, Length: 1, Start Position: X2506
Gap Type: 0, Length: 5, Start Position: X2508
Gap Type: 0, Length: 1, Start Position: X2514
Gap Type: 0, Length: 1, Start Position: X2516
Gap Type: 0, Length: 1, Start Position: X2519
Gap Type: 0, Length: 1, Start Position: X2521
Gap Type: 0, Length: 1, Start Position: X2524
Gap Type: 0, Length: 1, Start Position: X2527
Gap Type: 0, Length: 1, Start Position: X2530
Gap Type: 0, Length: 1, Start Position: X2539
Gap Type: 0, Length: 1, Start Position: X2546
Gap Type: 0, Length: 1, Start Position: X2548
Gap Type: 0, Length: 4, Start Position: X2553
Gap Type: 0, Length: 1, Start Position: X2564
Gap Type: 0, Length: 2, Start Position: X2568
Gap Type: 0, Length: 1, Start Position: X2571
Gap Type: 0, Length: 3, Start Position: X2581
Gap Type: 0, Length: 4, Start Position: X2587
Gap Type: 0, Length: 4, Start Position: X2593
Gap Type: 0, Length: 5, Start Position: X2598
Gap Type: 0, Length: 1, Start Position: X2604
Gap Type: 0, Length: 2, Start Position: X2606
Gap Type: 0, Length: 3, Start Position: X2609
Gap Type: 0, Length: 2, Start Position: X2613
Gap Type: 0, Length: 1, Start Position: X2617
Gap Type: 0, Length: 1, Start Position: X2619
Gap Type: 0, Length: 1, Start Position: X2621
Gap Type: 0, Length: 1, Start Position: X2626
Gap Type: 0, Length: 1, Start Position: X2628
Gap Type: 0, Length: 3, Start Position: X2633
Gap Type: 0, Length: 2, Start Position: X2637
Gap Type: 0, Length: 5, Start Position: X2642
Gap Type: 0, Length: 2, Start Position: X2652
Gap Type: 0, Length: 1, Start Position: X2659
Gap Type: 0, Length: 4, Start Position: X2662
Gap Type: 0, Length: 8, Start Position: X2668
Gap Type: 0, Length: 9, Start Position: X2677
Gap Type: 0, Length: 1, Start Position: X2687
Gap Type: 0, Length: 3, Start Position: X2690
Gap Type: 0, Length: 1, Start Position: X2694
Gap Type: 0, Length: 1, Start Position: X2697
Gap Type: 0, Length: 1, Start Position: X2700
Gap Type: 0, Length: 2, Start Position: X2704
Gap Type: 0, Length: 1, Start Position: X2707
Gap Type: 0, Length: 1, Start Position: X2709
Gap Type: 0, Length: 2, Start Position: X2711
Gap Type: 0, Length: 2, Start Position: X2714
Gap Type: 0, Length: 1, Start Position: X2721
Gap Type: 0, Length: 3, Start Position: X2725
Gap Type: 0, Length: 2, Start Position: X2731
Gap Type: 0, Length: 1, Start Position: X2735
Gap Type: 0, Length: 1, Start Position: X2737
Gap Type: 0, Length: 1, Start Position: X2740
Gap Type: 0, Length: 3, Start Position: X2743
Gap Type: 0, Length: 1, Start Position: X2747
Gap Type: 0, Length: 1, Start Position: X2749
Gap Type: 0, Length: 1, Start Position: X2751
Gap Type: 0, Length: 1, Start Position: X2754
Gap Type: 0, Length: 1, Start Position: X2760
Gap Type: 0, Length: 3, Start Position: X2762
Gap Type: 0, Length: 6, Start Position: X2766
Gap Type: 0, Length: 1, Start Position: X2775
Gap Type: 0, Length: 1, Start Position: X2777
Gap Type: 0, Length: 3, Start Position: X2781
Gap Type: 0, Length: 1, Start Position: X2785
Gap Type: 0, Length: 2, Start Position: X2787
Gap Type: 0, Length: 1, Start Position: X2790
Gap Type: 0, Length: 2, Start Position: X2793
Gap Type: 0, Length: 2, Start Position: X2796
Gap Type: 0, Length: 1, Start Position: X2799
Gap Type: 0, Length: 2, Start Position: X2801
Gap Type: 0, Length: 1, Start Position: X2805
Gap Type: 0, Length: 1, Start Position: X2810
Gap Type: 0, Length: 2, Start Position: X2812
Gap Type: 0, Length: 1, Start Position: X2816
Gap Type: 0, Length: 1, Start Position: X2818
Gap Type: 0, Length: 1, Start Position: X2821
Gap Type: 0, Length: 2, Start Position: X2823
Gap Type: 0, Length: 1, Start Position: X2829
Gap Type: 0, Length: 2, Start Position: X2831
Gap Type: 0, Length: 1, Start Position: X2834
Gap Type: 0, Length: 1, Start Position: X2836
Gap Type: 0, Length: 3, Start Position: X2839
Gap Type: 0, Length: 1, Start Position: X2844
Gap Type: 0, Length: 3, Start Position: X2846
Gap Type: 0, Length: 1, Start Position: X2850
Gap Type: 0, Length: 1, Start Position: X2852
Gap Type: 0, Length: 2, Start Position: X2856
Gap Type: 0, Length: 4, Start Position: X2860
Gap Type: 0, Length: 1, Start Position: X2865
Gap Type: 0, Length: 2, Start Position: X2867
Gap Type: 0, Length: 2, Start Position: X2871
Gap Type: 0, Length: 1, Start Position: X2876
Gap Type: 0, Length: 1, Start Position: X2878
Gap Type: 0, Length: 1, Start Position: X2881
Gap Type: 0, Length: 3, Start Position: X2885
Gap Type: 0, Length: 4, Start Position: X2889
Gap Type: 0, Length: 2, Start Position: X2894
Gap Type: 0, Length: 1, Start Position: X2898
Gap Type: 0, Length: 2, Start Position: X2900
Gap Type: 0, Length: 5, Start Position: X2903
Gap Type: 0, Length: 2, Start Position: X2909
Gap Type: 0, Length: 1, Start Position: X2912
Gap Type: 0, Length: 1, Start Position: X2914
Gap Type: 0, Length: 1, Start Position: X2916
Gap Type: 0, Length: 6, Start Position: X2919
Gap Type: 0, Length: 1, Start Position: X2926
Gap Type: 0, Length: 1, Start Position: X2928
Gap Type: 0, Length: 1, Start Position: X2930
Gap Type: 0, Length: 1, Start Position: X2932
Gap Type: 0, Length: 2, Start Position: X2934
Gap Type: 0, Length: 6, Start Position: X2937
Gap Type: 0, Length: 1, Start Position: X2944
Gap Type: 0, Length: 2, Start Position: X2947
Gap Type: 0, Length: 1, Start Position: X2950
Gap Type: 0, Length: 3, Start Position: X2952
Gap Type: 0, Length: 1, Start Position: X2956
Gap Type: 0, Length: 1, Start Position: X2958
Gap Type: 0, Length: 1, Start Position: X2960
Gap Type: 0, Length: 1, Start Position: X2962
Gap Type: 0, Length: 2, Start Position: X2964
Gap Type: 0, Length: 2, Start Position: X2969
Gap Type: 0, Length: 2, Start Position: X2972
Gap Type: 0, Length: 4, Start Position: X2979
Gap Type: 0, Length: 1, Start Position: X2985
Gap Type: 0, Length: 1, Start Position: X2987
Gap Type: 0, Length: 3, Start Position: X2990
Gap Type: 0, Length: 1, Start Position: X2994
Gap Type: 0, Length: 1, Start Position: X2996
Gap Type: 0, Length: 1, Start Position: X3000
Gap Type: 0, Length: 1, Start Position: X3003
Gap Type: 0, Length: 4, Start Position: X3006
Gap Type: 0, Length: 1, Start Position: X3011
Gap Type: 0, Length: 2, Start Position: X3014
Gap Type: 0, Length: 1, Start Position: X3017
Gap Type: 0, Length: 1, Start Position: X3020
Gap Type: 0, Length: 2, Start Position: X3022
Gap Type: 0, Length: 2, Start Position: X3028
Gap Type: 0, Length: 1, Start Position: X3031
Gap Type: 0, Length: 1, Start Position: X3033
Gap Type: 0, Length: 1, Start Position: X3035
Gap Type: 0, Length: 3, Start Position: X3041
Gap Type: 0, Length: 6, Start Position: X3045
Gap Type: 0, Length: 1, Start Position: X3054
Gap Type: 0, Length: 1, Start Position: X3057
Gap Type: 0, Length: 1, Start Position: X3060
Gap Type: 0, Length: 2, Start Position: X3062
Gap Type: 0, Length: 2, Start Position: X3065
Gap Type: 0, Length: 1, Start Position: X3068
Gap Type: 0, Length: 1, Start Position: X3070
Gap Type: 0, Length: 1, Start Position: X3073
Gap Type: 0, Length: 1, Start Position: X3075
Gap Type: 0, Length: 3, Start Position: X3079
Gap Type: 0, Length: 1, Start Position: X3083
Gap Type: 0, Length: 4, Start Position: X3085
Gap Type: 0, Length: 1, Start Position: X3090
Gap Type: 0, Length: 3, Start Position: X3092
Gap Type: 0, Length: 1, Start Position: X3098
Gap Type: 0, Length: 2, Start Position: X3105
Gap Type: 0, Length: 2, Start Position: X3108
Gap Type: 0, Length: 1, Start Position: X3111
Gap Type: 0, Length: 3, Start Position: X3114
Gap Type: 0, Length: 1, Start Position: X3118
Gap Type: 0, Length: 1, Start Position: X3122
Gap Type: 0, Length: 1, Start Position: X3126
Gap Type: 0, Length: 3, Start Position: X3129
Gap Type: 0, Length: 2, Start Position: X3133
Gap Type: 0, Length: 3, Start Position: X3136
Gap Type: 0, Length: 1, Start Position: X3140
Gap Type: 0, Length: 2, Start Position: X3142
Gap Type: 0, Length: 2, Start Position: X3145
Gap Type: 0, Length: 1, Start Position: X3149
Gap Type: 0, Length: 3, Start Position: X3152
Gap Type: 0, Length: 1, Start Position: X3159
Gap Type: 0, Length: 1, Start Position: X3161
Gap Type: 0, Length: 2, Start Position: X3163
Gap Type: 0, Length: 2, Start Position: X3166
Gap Type: 0, Length: 1, Start Position: X3170
Gap Type: 0, Length: 1, Start Position: X3172
Gap Type: 0, Length: 1, Start Position: X3174
Gap Type: 0, Length: 7, Start Position: X3176
Gap Type: 0, Length: 9, Start Position: X3184
Gap Type: 0, Length: 1, Start Position: X3197
Gap Type: 0, Length: 1, Start Position: X3199
Gap Type: 0, Length: 1, Start Position: X3202
Gap Type: 0, Length: 2, Start Position: X3209
Gap Type: 0, Length: 1, Start Position: X3212
Gap Type: 0, Length: 2, Start Position: X3214
Gap Type: 0, Length: 3, Start Position: X3217
Gap Type: 0, Length: 1, Start Position: X3221
Gap Type: 0, Length: 2, Start Position: X3225
Gap Type: 0, Length: 2, Start Position: X3228
Gap Type: 0, Length: 3, Start Position: X3231
Gap Type: 0, Length: 1, Start Position: X3237
Gap Type: 0, Length: 5, Start Position: X3239
Gap Type: 0, Length: 1, Start Position: X3246
Gap Type: 0, Length: 2, Start Position: X3248
Gap Type: 0, Length: 1, Start Position: X3251
Gap Type: 0, Length: 3, Start Position: X3253
Gap Type: 0, Length: 3, Start Position: X3259
Gap Type: 0, Length: 1, Start Position: X3263
Gap Type: 0, Length: 4, Start Position: X3265
Gap Type: 0, Length: 1, Start Position: X3270
Gap Type: 0, Length: 2, Start Position: X3272
Gap Type: 0, Length: 1, Start Position: X3276
Gap Type: 0, Length: 2, Start Position: X3281
Gap Type: 0, Length: 3, Start Position: X3285
Gap Type: 0, Length: 7, Start Position: X3289
Gap Type: 0, Length: 4, Start Position: X3297
Gap Type: 0, Length: 2, Start Position: X3307
Gap Type: 0, Length: 1, Start Position: X3311
Gap Type: 0, Length: 4, Start Position: X3314
Gap Type: 0, Length: 1, Start Position: X3319
Gap Type: 0, Length: 4, Start Position: X3321
Gap Type: 0, Length: 2, Start Position: X3326
Gap Type: 0, Length: 4, Start Position: X3329
Gap Type: 0, Length: 1, Start Position: X3334
Gap Type: 0, Length: 2, Start Position: X3336
Gap Type: 0, Length: 2, Start Position: X3340
Gap Type: 0, Length: 5, Start Position: X3343
Gap Type: 0, Length: 3, Start Position: X3350
Gap Type: 0, Length: 4, Start Position: X3356
Gap Type: 0, Length: 1, Start Position: X3363
Gap Type: 0, Length: 2, Start Position: X3366
Gap Type: 0, Length: 3, Start Position: X3370
Gap Type: 0, Length: 1, Start Position: X3376
Gap Type: 0, Length: 1, Start Position: X3379
Gap Type: 0, Length: 1, Start Position: X3381
Gap Type: 0, Length: 2, Start Position: X3384
Gap Type: 0, Length: 1, Start Position: X3387
Gap Type: 0, Length: 1, Start Position: X3389
Gap Type: 0, Length: 1, Start Position: X3394
Gap Type: 0, Length: 3, Start Position: X3396
Gap Type: 0, Length: 1, Start Position: X3400
Gap Type: 0, Length: 1, Start Position: X3403
Gap Type: 0, Length: 1, Start Position: X3408
Gap Type: 0, Length: 1, Start Position: X3411
Gap Type: 0, Length: 3, Start Position: X3413
Gap Type: 0, Length: 1, Start Position: X3420
Gap Type: 0, Length: 7, Start Position: X3426
Gap Type: 0, Length: 2, Start Position: X3434
Gap Type: 0, Length: 2, Start Position: X3438
Gap Type: 0, Length: 1, Start Position: X3442
Gap Type: 0, Length: 1, Start Position: X3445
Gap Type: 0, Length: 1, Start Position: X3447
Gap Type: 0, Length: 1, Start Position: X3449
Gap Type: 0, Length: 1, Start Position: X3453
Gap Type: 0, Length: 5, Start Position: X3455
Gap Type: 0, Length: 1, Start Position: X3461
Gap Type: 0, Length: 1, Start Position: X3463
Gap Type: 0, Length: 2, Start Position: X3466
Gap Type: 0, Length: 1, Start Position: X3469
Gap Type: 0, Length: 4, Start Position: X3472
Gap Type: 0, Length: 2, Start Position: X3478
Gap Type: 0, Length: 2, Start Position: X3481
Gap Type: 0, Length: 1, Start Position: X3484
Gap Type: 0, Length: 1, Start Position: X3487
Gap Type: 0, Length: 2, Start Position: X3494
Gap Type: 0, Length: 2, Start Position: X3498
Gap Type: 0, Length: 4, Start Position: X3501
Gap Type: 0, Length: 5, Start Position: X3507
Gap Type: 0, Length: 1, Start Position: X3513
Gap Type: 0, Length: 2, Start Position: X3515
Gap Type: 0, Length: 1, Start Position: X3518
Gap Type: 0, Length: 1, Start Position: X3520
Gap Type: 0, Length: 2, Start Position: X3522
Gap Type: 0, Length: 1, Start Position: X3525
Gap Type: 0, Length: 3, Start Position: X3528
Gap Type: 0, Length: 1, Start Position: X3532
Gap Type: 0, Length: 1, Start Position: X3541
Gap Type: 0, Length: 3, Start Position: X3544
Gap Type: 0, Length: 4, Start Position: X3548
Gap Type: 0, Length: 2, Start Position: X3555
Gap Type: 0, Length: 2, Start Position: X3558
Gap Type: 0, Length: 1, Start Position: X3563
Gap Type: 0, Length: 1, Start Position: X3566
Gap Type: 0, Length: 1, Start Position: X3569
Gap Type: 0, Length: 1, Start Position: X3571
Gap Type: 0, Length: 2, Start Position: X3573
Gap Type: 0, Length: 1, Start Position: X3576
Gap Type: 0, Length: 1, Start Position: X3578
Gap Type: 0, Length: 1, Start Position: X3580
Gap Type: 0, Length: 1, Start Position: X3582
Gap Type: 0, Length: 2, Start Position: X3584
Gap Type: 0, Length: 2, Start Position: X3588
Gap Type: 0, Length: 2, Start Position: X3591
Gap Type: 0, Length: 1, Start Position: X3595
Gap Type: 0, Length: 1, Start Position: X3598
Gap Type: 0, Length: 1, Start Position: X3602
Gap Type: 0, Length: 3, Start Position: X3605
Gap Type: 0, Length: 1, Start Position: X3609
Gap Type: 0, Length: 2, Start Position: X3611
Gap Type: 0, Length: 1, Start Position: X3614
Gap Type: 0, Length: 1, Start Position: X3618
Gap Type: 0, Length: 1, Start Position: X3620
Gap Type: 0, Length: 2, Start Position: X3622
Gap Type: 0, Length: 2, Start Position: X3626
Gap Type: 0, Length: 1, Start Position: X3629
Gap Type: 0, Length: 7, Start Position: X3631
Gap Type: 0, Length: 1, Start Position: X3639
Gap Type: 0, Length: 2, Start Position: X3641
Gap Type: 0, Length: 1, Start Position: X3646
Gap Type: 0, Length: 1, Start Position: X3648
Gap Type: 0, Length: 2, Start Position: X3650
Gap Type: 0, Length: 1, Start Position: X3658
Gap Type: 0, Length: 2, Start Position: X3660
Gap Type: 0, Length: 3, Start Position: X3664
Gap Type: 0, Length: 1, Start Position: X3668
Gap Type: 0, Length: 2, Start Position: X3670
Gap Type: 0, Length: 1, Start Position: X3674
Gap Type: 0, Length: 3, Start Position: X3679
Gap Type: 0, Length: 2, Start Position: X3684
Gap Type: 0, Length: 1, Start Position: X3687
Gap Type: 0, Length: 3, Start Position: X3689
Gap Type: 0, Length: 1, Start Position: X3693
Gap Type: 0, Length: 2, Start Position: X3697
Gap Type: 0, Length: 1, Start Position: X3701
Gap Type: 0, Length: 1, Start Position: X3703
Gap Type: 0, Length: 1, Start Position: X3705
Gap Type: 0, Length: 1, Start Position: X3707
Gap Type: 0, Length: 2, Start Position: X3710
Gap Type: 0, Length: 1, Start Position: X3716
Gap Type: 0, Length: 1, Start Position: X3721
Gap Type: 0, Length: 2, Start Position: X3724
Gap Type: 0, Length: 1, Start Position: X3728
Gap Type: 0, Length: 3, Start Position: X3731
Gap Type: 0, Length: 1, Start Position: X3736
Gap Type: 0, Length: 1, Start Position: X3740
Gap Type: 0, Length: 2, Start Position: X3744
Gap Type: 0, Length: 2, Start Position: X3747
Gap Type: 0, Length: 1, Start Position: X3753
Gap Type: 0, Length: 2, Start Position: X3756
Gap Type: 0, Length: 3, Start Position: X3759
Gap Type: 0, Length: 2, Start Position: X3763
Gap Type: 0, Length: 1, Start Position: X3766
Gap Type: 0, Length: 1, Start Position: X3768
Gap Type: 0, Length: 1, Start Position: X3772
Gap Type: 0, Length: 1, Start Position: X3774
Gap Type: 0, Length: 1, Start Position: X3776
Gap Type: 0, Length: 1, Start Position: X3779
Gap Type: 0, Length: 1, Start Position: X3781
Gap Type: 0, Length: 1, Start Position: X3783
Gap Type: 0, Length: 5, Start Position: X3788
Gap Type: 0, Length: 2, Start Position: X3795
Gap Type: 0, Length: 1, Start Position: X3798
Gap Type: 0, Length: 2, Start Position: X3801
Gap Type: 0, Length: 1, Start Position: X3808
Gap Type: 0, Length: 3, Start Position: X3811
Gap Type: 0, Length: 2, Start Position: X3816
Gap Type: 0, Length: 1, Start Position: X3820
Gap Type: 0, Length: 1, Start Position: X3822
Gap Type: 0, Length: 2, Start Position: X3824
Gap Type: 0, Length: 1, Start Position: X3830
Gap Type: 0, Length: 1, Start Position: X3832
Gap Type: 0, Length: 1, Start Position: X3834
Gap Type: 0, Length: 2, Start Position: X3837
Gap Type: 0, Length: 3, Start Position: X3840
Gap Type: 0, Length: 2, Start Position: X3850
Gap Type: 0, Length: 1, Start Position: X3853
Gap Type: 0, Length: 3, Start Position: X3855
Gap Type: 0, Length: 1, Start Position: X3859
